,id,name,team,oppName,outcome,method,weightDiv,year
33037,33037,Otavio Sousa,Gracie Barra,Luis Gustavo,W,Choke from back,82KG,2012
33038,33038,Otavio Sousa,Gracie Barra,Lucas Leite,W,Pts: 6x4,82KG,2012
33039,33039,Otavio Sousa,Gracie Barra,Claudio Calasans,W,"Pts: 6x6, Pen",82KG,2012
33040,33040,Otavio Sousa,Gracie Barra,John Carlquist,W,Choke,94KG,2012
33041,33041,Otavio Sousa,Gracie Barra,Nic Ruben,W,Bow and arrow,82KG,2013
33042,33042,Otavio Sousa,Gracie Barra,Davi Ramos,W,Pts: 6x2,82KG,2013
33043,33043,Otavio Sousa,Gracie Barra,Vitor Oliveira,W,Armbar,82KG,2013
33044,33044,Otavio Sousa,Gracie Barra,Claudio Calasans,W,Pts: 4x2,82KG,2013
33045,33045,Otavio Sousa,Gracie Barra,Youngnam Noh,W,RNC,77KG,2013
33046,33046,Otavio Sousa,Gracie Barra,Ben Henderson,W,Omoplata,77KG,2013
33047,33047,Otavio Sousa,Gracie Barra,Leonardo Vieira,W,Points,77KG,2013
33048,33048,Otavio Sousa,Gracie Barra,Matt Jubera,W,Brabo choke,82KG,2014
33049,33049,Otavio Sousa,Gracie Barra,Leo Iturralde,W,Points,82KG,2014
33050,33050,Otavio Sousa,Gracie Barra,Tanner Rice,W,Pts: 9x0,85KG,2014
33051,33051,Otavio Sousa,Gracie Barra,Leo Saggioro,W,Pts: 4x2,ABS,2014
33052,33052,Otavio Sousa,Gracie Barra,Gianni Grippo,W,"Pts: 0x0, Adv",ABS,2014
33053,33053,Otavio Sousa,Gracie Barra,Alexander Trans,W,"Pts: 0x0, Adv",ABS,2014
33054,33054,Otavio Sousa,Gracie Barra,Kit Dale,W,Pts: 7x2,82KG,2014
33055,33055,Otavio Sousa,Gracie Barra,Brian Beaury,W,Armbar,82KG,2014
33056,33056,Otavio Sousa,Gracie Barra,Caio Almeida,W,Pts: 2x0,82KG,2014
33057,33057,Otavio Sousa,Gracie Barra,Israel Reyes,W,Armbar,82KG,2014
33058,33058,Otavio Sousa,Gracie Barra,Vitor Oliveira,W,Pts: 4x2,82KG,2014
33059,33059,Otavio Sousa,Gracie Barra,Alan Finfou,W,Armbar,82KG,2014
33060,33060,Otavio Sousa,Gracie Barra,AJ Agazarm,W,Choke from back,82KG,2014
33061,33061,Otavio Sousa,Gracie Barra,Vitor Oliveira,W,Choke from back,82KG,2014
33062,33062,Otavio Sousa,Gracie Barra,Evandro Nunes,W,Pts: 10x0,ABS,2015
33063,33063,Otavio Sousa,Gracie Barra,Kitner Moura,W,Injury,ABS,2015
33064,33064,Otavio Sousa,Gracie Barra,Thabet al Taher,W,Omoplata,82KG,2015
33065,33065,Otavio Sousa,Gracie Barra,Marcos Tinoco,W,"Pts: 4x4, Adv",82KG,2015
33066,33066,Otavio Sousa,Gracie Barra,Victor Silverio,W,Referee Decision,82KG,2015
33067,33067,Otavio Sousa,Gracie Barra,Vitor Oliveira,W,Pts: 2x0,82KG,2015
33068,33068,Otavio Sousa,Gracie Barra,Luca Anacoreta,W,Mounted X choke,82KG,2015
33069,33069,Otavio Sousa,Gracie Barra,Jaime Canuto,W,"Pts: 0x0, Adv",82KG,2015
33070,33070,Otavio Sousa,Gracie Barra,AJ Agazarm,W,RNC,77KG,2015
33071,33071,Otavio Sousa,Gracie Barra,Vagner Rocha,W,Referee Decision,77KG,2015
33072,33072,Otavio Sousa,Gracie Barra,Mansher Khera,W,Pts: 11x0,82KG,2015
33073,33073,Otavio Sousa,Gracie Barra,Marcelo Mafra,W,"Pts: 2x2, Adv",82KG,2015
33074,33074,Otavio Sousa,Gracie Barra,Dustin Akbari,W,Omoplata,79KG,2015
33075,33075,Otavio Sousa,Gracie Barra,Rodrigo Caporal,W,Advantages,79KG,2015
33076,33076,Otavio Sousa,Gracie Barra,Kevin Mahecha,W,Pts: 2x0,82KG,2015
33077,33077,Otavio Sousa,Gracie Barra,Victor Silverio,W,"Pts: 2x2, Adv",82KG,2015
33078,33078,Otavio Sousa,Gracie Barra,Youngam Noh,W,Pts: 7x0,82KG,2016
33079,33079,Otavio Sousa,Gracie Barra,Ken Primola,W,Choke from back,82KG,2016
33080,33080,Otavio Sousa,Gracie Barra,Jaime Canuto,W,Pts: 2x0,82KG,2016
33081,33081,Otavio Sousa,Gracie Barra,Rafael Rosendo,W,N/A,82KG,2016
33082,33082,Otavio Sousa,Gracie Barra,Jaime Canuto,W,Armbar,82KG,2016
33083,33083,Otavio Sousa,Gracie Barra,Santeri Lilius,W,Choke from back,82KG,2016
33084,33084,Otavio Sousa,Gracie Barra,Jonathan Satava,W,Pts: 10x0,82KG,2016
33085,33085,Otavio Sousa,Gracie Barra,Dillon Danis,W,Pts: 4x0,82KG,2016
33086,33086,Otavio Sousa,Gracie Barra,Yago Souza,W,Pts: 9x2,82KG,2016
33087,33087,Otavio Sousa,Gracie Barra,Stephen Hergett,W,Cross choke,85KG,2016
33088,33088,Otavio Sousa,Gracie Barra,Sergio Rios,W,Armbar,85KG,2016
33089,33089,Otavio Sousa,Gracie Barra,Gabriel Arges,W,Botinha,82KG,2016
33090,33090,Otavio Sousa,Gracie Barra,Nathan Mendelsohn,W,Triangle,82KG,2016
33091,33091,Otavio Sousa,Gracie Barra,Thiago Sa,W,Choke from back,85KG,2017
33092,33092,Otavio Sousa,Gracie Barra,Claudio Calasans,W,Referee Decision,85KG,2017
33093,33093,Otavio Sousa,Gracie Barra,Douglas Kallin,W,Cross choke,82KG,2017
33094,33094,Otavio Sousa,Gracie Barra,Abmar Barbosa,W,Choke from back,82KG,2017
33095,33095,Otavio Sousa,Gracie Barra,Vitor Oliveira,W,"Pts: 0x0, Adv",82KG,2017
33096,33096,Otavio Sousa,Gracie Barra,Isaque Bahiense,W,Flying triangle,82KG,2017
33097,33097,Otavio Sousa,Gracie Barra,Pedro Thiago,W,Choke from back,82KG,2017
33098,33098,Otavio Sousa,Gracie Barra,Anderson Lira,W,Armlock,82KG,2017
33099,33099,Otavio Sousa,Gracie Barra,Felipe Cesar,W,Armbar,82KG,2017
33100,33100,Otavio Sousa,Gracie Barra,Luan Carvalho,W,N/A,82KG,2017
33101,33101,Otavio Sousa,Gracie Barra,Lachlan Giles,W,Mounted X choke,82KG,2017
33102,33102,Otavio Sousa,Gracie Barra,Mansher Khera,W,Referee Decision,82KG,2017
33103,33103,Otavio Sousa,Gracie Barra,Jan Buatim,W,Choke from back,85KG,2017
33104,33104,Otavio Sousa,Gracie Barra,Alexandre Molinaro,W,Choke from back,82KG,2017
33105,33105,Otavio Sousa,Gracie Barra,Jaime Canuto,W,Points,82KG,2017
33106,33106,Otavio Sousa,Gracie Barra,Sergio Rios,W,Pts: 9x4,85KG,2017
33107,33107,Otavio Sousa,Gracie Barra,Nathan Mendelsohn,W,Pts: 9x2,85KG,2017
33108,33108,Otavio Sousa,Gracie Barra,Sergio Rios,W,Pts: 8x4,85KG,2017
33109,33109,Otavio Sousa,Gracie Barra,Diego Ramalho,W,Ezekiel,82KG,2018
33110,33110,Otavio Sousa,Gracie Barra,Manuel Ribamar,W,Referee Decision,82KG,2018
33111,33111,Otavio Sousa,Gracie Barra,Gabriel Procopio,W,Choke from back,82KG,2018
33112,33112,Otavio Sousa,Gracie Barra,Michael Liera,W,"Pts: 0x0, Adv",82KG,2018
33113,33113,Otavio Sousa,Gracie Barra,Andris Brunovskis,W,"Pts: 6x6, Adv",82KG,2019
33114,33114,Otavio Sousa,Gracie Barra,Fabricio Barbarotti,W,Katagatame,82KG,2019
33115,33115,Otavio Sousa,Gracie Barra,Alexandre Jesus,W,Choke from back,82KG,2019
33116,33116,Otavio Sousa,Gracie Barra,Jaime Canuto,W,Pts: 6x4,82KG,2019
33117,33117,Otavio Sousa,Gracie Barra,Rodrigo Santos,W,RNC,82KG,2019
33118,33118,Otavio Sousa,Gracie Barra,Manoel Miguel,W,Points,82KG,2019
33119,33119,Otavio Sousa,Gracie Barra,Igor Verissimo,W,Points,82KG,2019
33120,33120,Otavio Sousa,Gracie Barra,Ronieri Silva,W,Short choke,82KG,2019
33121,33121,Otavio Sousa,Gracie Barra,Claudio Calasans,W,DQ,82KG,2019
33122,33122,Otavio Sousa,Gracie Barra,Hugo Marques,W,Choke,82KG,2019
33123,33123,Otavio Sousa,Gracie Barra,Edmund Kim,W,Submission,82KG,2019
33124,33124,Otavio Sousa,Gracie Barra,Tom Gallicchio,W,Submission,82KG,2019
33125,33125,Otavio Sousa,Gracie Barra,Rafael Vasconcelos,W,Points,ABS,2019
33126,33126,Otavio Sousa,Gracie Barra,Armando Esquer,W,Mounted X choke,88KG,2020
33127,33127,Otavio Sousa,Gracie Barra,Joseph Watson,W,Armbar,88KG,2020
33128,33128,Otavio Sousa,Gracie Barra,Gabriel Almeida,W,Pts: 2x0,88KG,2020
33129,33129,Otavio Sousa,Gracie Barra,Matheus Luna,W,Pts: 4x0,88KG,2020
33130,33130,Otavio Sousa,Gracie Barra,Matheus Diniz,W,"Pts: 0x0, Adv",86KG,2020
33131,33131,Otavio Sousa,Gracie Barra,Matheus Diniz,W,Referee Decision,88KG,2021
33132,33132,Orlando Sanchez,Gracie Barra,Andre Galvao,L,Referee Decision,ABS,2013
33133,33133,Orlando Sanchez,Gracie Barra,Leandro Lo,L,Pts: 6x0,ABS,2013
33134,33134,Orlando Sanchez,Gracie Barra,Abraham Marte,L,Pts: 8x0,O100KG,2013
33135,33135,Orlando Sanchez,Gracie Barra,Roberto Abreu,L,Pen,O99KG,2013
33136,33136,Orlando Sanchez,Gracie Barra,Marcus Almeida,L,Pts: 3x0,O99KG,2017
33137,33137,Orlando Sanchez,Gracie Barra,Nick Rodriguez,L,"Pts: 0x0, Pen",O99KG,2019
33138,33138,Orlando Sanchez,Gracie Barra,Tex Johnson,L,DQ,ABS,2021
33139,33139,Orlando Sanchez,Gracie Barra,Rida Haisam,L,Short choke,ABS,2021
33140,33140,Orlando Sanchez,Gracie Barra,Max Gimenis,L,Verbal tap,O99KG,2022
33141,33141,Orlando Sanchez,Gracie Barra,James Puopolo,W,Adv,ABS,2013
33142,33142,Orlando Sanchez,Gracie Barra,Leandro Lo,W,Referee Decision,ABS,2013
33143,33143,Orlando Sanchez,Gracie Barra,Fernando Nara,W,"Pts: 2x2, Adv",ABS,2013
33144,33144,Orlando Sanchez,Gracie Barra,Pedro Mello,W,Points,ABS,2013
33145,33145,Orlando Sanchez,Gracie Barra,Kitner Mendoga,W,RNC,O99KG,2013
33146,33146,Orlando Sanchez,Gracie Barra,Janne-Pekka,W,Armlock f/ crucifix,O99KG,2015
33147,33147,Orlando Sanchez,Gracie Barra,Dean Lister,W,Referee Decision,O99KG,2015
33148,33148,Orlando Sanchez,Gracie Barra,Vinny Magalhaes,W,Referee Decision,O99KG,2015
33149,33149,Orlando Sanchez,Gracie Barra,Jared Dopp,W,Referee Decision,O99KG,2015
33150,33150,Orlando Sanchez,Gracie Barra,H. Sekine,W,Pts: 2x0,O99KG,2017
33151,33151,Orlando Sanchez,Gracie Barra,Tom DeBlass,W,Referee Decision,O99KG,2017
33152,33152,Orlando Sanchez,Gracie Barra,Jared Dopp,W,Referee Decision,O99KG,2017
33153,33153,Orlando Sanchez,Gracie Barra,Mateusz Juskowiak,W,Pts: 2x0,O99KG,2019
33154,33154,Osamah Almarwai,Atos JJ,Bebeto Oliveira,L,Pts: 8x4,57KG,2022
33155,33155,Osamah Almarwai,Atos JJ,Thalison Soares,L,Points,58KG,2022
33156,33156,Osamah Almarwai,Atos JJ,Jonas Andrade,L,Triangle,57KG,2022
33157,33157,Osamah Almarwai,Atos JJ,Frank Cespedes,L,"Pts: 12x12, Adv",58KG,2022
33158,33158,Osamah Almarwai,Atos JJ,Sebastian Oyervidez,L,Armbar,60KG,2022
33159,33159,Osamah Almarwai,Atos JJ,Mikey Musumeci,L,RNC,57KG,2023
33160,33160,Osamah Almarwai,Atos JJ,Zayed Alkatheeri,L,"Pts: 2x2, Adv",58KG,2023
33161,33161,Osamah Almarwai,Atos JJ,Tadiyah Danforth,L,Referee Decision,55KG,2023
33162,33162,Osamah Almarwai,Atos JJ,Cleber Sousa,L,Armbar,NA,2024
33163,33163,Osamah Almarwai,Atos JJ,Zayed Alkatheeri,L,Referee Decision,NA,2024
33164,33164,Osamah Almarwai,Atos JJ,Zayed Alkatheeri,L,"Pts: 2x2, Adv",57KG,2024
33165,33165,Osamah Almarwai,Atos JJ,Italo Bonfim,L,Referee Decision,57KG,2024
33166,33166,Osamah Almarwai,Atos JJ,Magomed Ansarov,L,Pts: 4x0,77KG,2024
33167,33167,Osamah Almarwai,Atos JJ,Khalid Almekainzi,L,Pts: 2x0,ABS,2024
33168,33168,Osamah Almarwai,Atos JJ,Dustin Ordinario,W,Pts: 14x0,58KG,2022
33169,33169,Osamah Almarwai,Atos JJ,Dean Lewis,W,Katagatame,58KG,2022
33170,33170,Osamah Almarwai,Atos JJ,Jorge Vasquez,W,Pts: 6x2,57KG,2022
33171,33171,Osamah Almarwai,Atos JJ,Henrique Rossi,W,Pts: 2x0,57KG,2022
33172,33172,Osamah Almarwai,Atos JJ,Frank Cespedes,W,Pts: 4x2,57KG,2022
33173,33173,Osamah Almarwai,Atos JJ,Marko Oikaraine,W,Pts: 16x0,57KG,2022
33174,33174,Osamah Almarwai,Atos JJ,Scott Finch,W,Anaconda choke,55KG,2022
33175,33175,Osamah Almarwai,Atos JJ,Willis Nunes,W,RNC,55KG,2022
33176,33176,Osamah Almarwai,Atos JJ,Dustin Ordinario,W,RNC,58KG,2022
33177,33177,Osamah Almarwai,Atos JJ,Frank Cespedes,W,Pts: 6x4,58KG,2022
33178,33178,Osamah Almarwai,Atos JJ,Nobohiro Sawada,W,Pts: 2x0,55KG,2022
33179,33179,Osamah Almarwai,Atos JJ,Antonio Villiatora,W,Pts: 6x0,57KG,2022
33180,33180,Osamah Almarwai,Atos JJ,Ron Henderson,W,Referee Decision,N/A,2022
33181,33181,Osamah Almarwai,Atos JJ,Estevan Martinez,W,Katagatame,60KG,2022
33182,33182,Osamah Almarwai,Atos JJ,Leo Espinoza,W,Anaconda choke,60KG,2022
33183,33183,Osamah Almarwai,Atos JJ,Adrian Cordova,W,Calf slicer,60KG,2022
33184,33184,Osamah Almarwai,Atos JJ,Justin Ordinario,W,Anaconda choke,56KG,2022
33185,33185,Osamah Almarwai,Atos JJ,Chris Tran,W,Pts: 2x0,56KG,2022
33186,33186,Osamah Almarwai,Atos JJ,Henrique Rossi,W,Pts: 10x0,56KG,2022
33187,33187,Osamah Almarwai,Atos JJ,Henrique Rossi,W,Botinha,55KG,2022
33188,33188,Osamah Almarwai,Atos JJ,Coco Izutsu,W,Pts: 6x4,55KG,2022
33189,33189,Osamah Almarwai,Atos JJ,Roiter Lima,W,"Pts: 0x0, Adv",55KG,2022
33190,33190,Osamah Almarwai,Atos JJ,Samuel Marquez,W,Pts: 6x4,58KG,2024
33191,33191,Osamah Almarwai,Atos JJ,Nobuhiro Sawada,W,Pts: 2x0,57KG,2024
33192,33192,Osamah Almarwai,Atos JJ,Santiago Guerra,W,Pts: 2x0,57KG,2024
33193,33193,Osamah Almarwai,Atos JJ,Eric Naples,W,Anaconda,55KG,2024
33194,33194,Osamah Almarwai,Atos JJ,Santiago Guerra,W,Pts: 2x0,55KG,2024
33195,33195,Osamah Almarwai,Atos JJ,Rayan Asiri,W,Pts: 15x2,77KG,2024
33196,33196,Osamah Almarwai,Atos JJ,Hassan Alkhayat,W,Pts: 2x0,77KG,2024
33197,33197,Osamah Almarwai,Atos JJ,T. Vagapov,W,"Pts: 2x2, Adv",77KG,2024
33198,33198,Osamah Almarwai,Atos JJ,Mo Al Hassan,W,"Pts: 0x0, Adv",77KG,2024
33199,33199,Osamah Almarwai,Atos JJ,Mogamed Ansarov,W,Pts: 2x0,77KG,2024
33200,33200,Osamah Almarwai,Atos JJ,Abdulla Alshaikh,W,Submission,77KG,2024
33201,33201,Osamah Almarwai,Atos JJ,M. Henderson,W,Pts: 4x0,77KG,2024
33202,33202,Osamah Almarwai,Atos JJ,Ahmad Dossary,W,Pts: 8x0,77KG,2024
33203,33203,Osamah Almarwai,Atos JJ,Mo Al-Hassan,W,Referee Decision,77KG,2024
33204,33204,Osamah Almarwai,Atos JJ,Anwar Alkhumaish,W,Submission,ABS,2024
33205,33205,Osamah Almarwai,Atos JJ,NA,W,N/A,ABS,2024
33206,33206,Osamah Almarwai,Atos JJ,Ilias Satuaev,W,Pts: 2x0,ABS,2024
33207,33207,Osamah Almarwai,Atos JJ,Usaamah Saleh,W,Pts: 6x0,ABS,2024
33208,33208,Pablo Lavaselli,Renzo Gracie,Mauricio Gomez,L,Referee Decision,75KG,2019
33209,33209,Pablo Lavaselli,Renzo Gracie,Natan Chueng,L,Pts: 2x0,77KG,2019
33210,33210,Pablo Lavaselli,Renzo Gracie,Diego Ramalho,L,Pts: 4x2,77KG,2019
33211,33211,Pablo Lavaselli,Renzo Gracie,Bruno Bressan,L,Pts: 2x0,76KG,2019
33212,33212,Pablo Lavaselli,Renzo Gracie,Paulo Gabriel,L,Adv,76KG,2020
33213,33213,Pablo Lavaselli,Renzo Gracie,Lucas Valle,L,Referee Decision,77KG,2020
33214,33214,Pablo Lavaselli,Renzo Gracie,Marcio Andre,L,Pts: 1x0,77KG,2020
33215,33215,Pablo Lavaselli,Renzo Gracie,Alef Brito,L,"Pts: 4x4, Adv",76KG,2020
33216,33216,Pablo Lavaselli,Renzo Gracie,Michael Salazar,L,Armbar,79KG,2020
33217,33217,Pablo Lavaselli,Renzo Gracie,Lucas Valle,L,Referee Decision,82KG,2020
33218,33218,Pablo Lavaselli,Renzo Gracie,Rodrigo Gortari,L,Pts: 2x0,ABS,2021
33219,33219,Pablo Lavaselli,Renzo Gracie,Adriano Araujo,L,Pts: 1x0,77KG,2021
33220,33220,Pablo Lavaselli,Renzo Gracie,Espen Mathiesen,L,Pts: 1x0,77KG,2021
33221,33221,Pablo Lavaselli,Renzo Gracie,Johnatha Alves,L,Pts: 7x2,76KG,2021
33222,33222,Pablo Lavaselli,Renzo Gracie,Johnatha Alves,L,Pts: 2x0,76KG,2021
33223,33223,Pablo Lavaselli,Renzo Gracie,Murilo Amaral,L,Referee Decision,76KG,2021
33224,33224,Pablo Lavaselli,Renzo Gracie,Alan Sanchez,L,EBI/OT,77KG,2022
33225,33225,Pablo Lavaselli,Renzo Gracie,Leo Silva,L,DQ,76KG,2022
33226,33226,Pablo Lavaselli,Renzo Gracie,Matheus Gabriel,L,50/50 armbar,76KG,2022
33227,33227,Pablo Lavaselli,Renzo Gracie,Israel Sousa,L,Pts: 2x0,69KG,2022
33228,33228,Pablo Lavaselli,Renzo Gracie,Ademir Barreto,L,Botinha,69KG,2022
33229,33229,Pablo Lavaselli,Renzo Gracie,Luiz Paulo,L,"Pts: 0x0, Adv",76KG,2022
33230,33230,Pablo Lavaselli,Renzo Gracie,Diego Sodre,L,Pts: 6x2,69KG,2022
33231,33231,Pablo Lavaselli,Renzo Gracie,Carlos Henrique,L,Pts: 4x2,76KG,2022
33232,33232,Pablo Lavaselli,Renzo Gracie,Matheus Galvao,L,"Pts: 0x0, Adv",79KG,2023
33233,33233,Pablo Lavaselli,Renzo Gracie,Joao Mendes,L,Pts: 2x0,76KG,2023
33234,33234,Pablo Lavaselli,Renzo Gracie,Johnatha Alves,L,Pts: 8x0,76KG,2023
33235,33235,Pablo Lavaselli,Renzo Gracie,Murilo Amaral,L,"Pts: 2x2, Adv",76KG,2023
33236,33236,Pablo Lavaselli,Renzo Gracie,Pedro Silva,L,Pts: 2x0,82KG,2023
33237,33237,Pablo Lavaselli,Renzo Gracie,Espen Mathiesen,L,Referee Decision,77KG,2024
33238,33238,Pablo Lavaselli,Renzo Gracie,Elijah Dorsey,L,Pts: 2x0,76KG,2024
33239,33239,Pablo Lavaselli,Renzo Gracie,Jonata Gomes,L,Pts: 2x0,76KG,2024
33240,33240,Pablo Lavaselli,Renzo Gracie,Gabriel Oliveira,L,Points,ABS,2024
33241,33241,Pablo Lavaselli,Renzo Gracie,Richar Nogueira,L,Referee Decision,76KG,2024
33242,33242,Pablo Lavaselli,Renzo Gracie,Michael Liera,L,Pts: 6x4,76KG,2024
33243,33243,Pablo Lavaselli,Renzo Gracie,Jason Hayden,W,Pts: 4x0,75KG,2019
33244,33244,Pablo Lavaselli,Renzo Gracie,Robson Sa,W,"Pts: 2x2, Adv",77KG,2019
33245,33245,Pablo Lavaselli,Renzo Gracie,Vinicius Cruz,W,Pts: 2x0,77KG,2019
33246,33246,Pablo Lavaselli,Renzo Gracie,Diego Ramalho,W,Referee Decision,77KG,2019
33247,33247,Pablo Lavaselli,Renzo Gracie,Guilherme Rocha,W,Pts: 4x2,77KG,2019
33248,33248,Pablo Lavaselli,Renzo Gracie,Winicius Pereira,W,Pts: 8x6,76KG,2019
33249,33249,Pablo Lavaselli,Renzo Gracie,Michael Danyus,W,Omoplata choke,76KG,2020
33250,33250,Pablo Lavaselli,Renzo Gracie,Gilson Nunes,W,Pts: 2x0,76KG,2020
33251,33251,Pablo Lavaselli,Renzo Gracie,Dylan White,W,Choke from back,76KG,2020
33252,33252,Pablo Lavaselli,Renzo Gracie,Gianni Grippo,W,Referee Decision,76KG,2020
33253,33253,Pablo Lavaselli,Renzo Gracie,Kaisar Saulebayev,W,Pts: 4x2,76KG,2020
33254,33254,Pablo Lavaselli,Renzo Gracie,Joshua Keung,W,Choke from back,76KG,2020
33255,33255,Pablo Lavaselli,Renzo Gracie,Riccardo Galli,W,Armbar,77KG,2020
33256,33256,Pablo Lavaselli,Renzo Gracie,Fabricio Barbarotti,W,Pts: 2x0,77KG,2020
33257,33257,Pablo Lavaselli,Renzo Gracie,Ricky Semiglia,W,Pts: 7x1,77KG,2020
33258,33258,Pablo Lavaselli,Renzo Gracie,Johnny Tama,W,Pts: 3x2,77KG,2020
33259,33259,Pablo Lavaselli,Renzo Gracie,Dylan White,W,Bow and arrow,77KG,2020
33260,33260,Pablo Lavaselli,Renzo Gracie,Alexander Lane,W,Points,77KG,2020
33261,33261,Pablo Lavaselli,Renzo Gracie,Orlando Castillo,W,"Pts: 2x2, Adv",76KG,2020
33262,33262,Pablo Lavaselli,Renzo Gracie,Alexandre Molinaro,W,Referee Decision,76KG,2020
33263,33263,Pablo Lavaselli,Renzo Gracie,Gabriel Silva,W,"Pts: 2x2, Adv",76KG,2020
33264,33264,Pablo Lavaselli,Renzo Gracie,Osvaldo Moizinho,W,"Pts: 6x6, Adv",76KG,2020
33265,33265,Pablo Lavaselli,Renzo Gracie,Christopher Torres,W,Choke from back,77KG,2020
33266,33266,Pablo Lavaselli,Renzo Gracie,Christopher Hargett,W,Choke from back,82KG,2020
33267,33267,Pablo Lavaselli,Renzo Gracie,Rehan Muttalib,W,Choke from back,82KG,2020
33268,33268,Pablo Lavaselli,Renzo Gracie,N/A,W,Choke from back,76KG,2021
33269,33269,Pablo Lavaselli,Renzo Gracie,I. Feliz,W,Adv,76KG,2021
33270,33270,Pablo Lavaselli,Renzo Gracie,N/A,W,"Pts: 2x2, Adv",76KG,2021
33271,33271,Pablo Lavaselli,Renzo Gracie,N/A,W,Armbar,ABS,2021
33272,33272,Pablo Lavaselli,Renzo Gracie,E. Roque,W,Referee Decision,ABS,2021
33273,33273,Pablo Lavaselli,Renzo Gracie,James Mogollon,W,Inside heel hook,84KG,2021
33274,33274,Pablo Lavaselli,Renzo Gracie,Felipe Schiavon,W,Referee Decision,84KG,2021
33275,33275,Pablo Lavaselli,Renzo Gracie,Hilton Leao,W,Crucifix choke,77KG,2021
33276,33276,Pablo Lavaselli,Renzo Gracie,Kevin Cuervo,W,Pts: 11x2,77KG,2021
33277,33277,Pablo Lavaselli,Renzo Gracie,Andre Cantanhede,W,Pts: 2x0,77KG,2021
33278,33278,Pablo Lavaselli,Renzo Gracie,Adriano Araujo,W,Pts: 5x2,77KG,2021
33279,33279,Pablo Lavaselli,Renzo Gracie,Espen Mathiesen,W,Pts: 5x4,77KG,2021
33280,33280,Pablo Lavaselli,Renzo Gracie,Kenya Yamanaka,W,Reverse triangle,76KG,2021
33281,33281,Pablo Lavaselli,Renzo Gracie,Nick Salles,W,"Pts: 6x6, Adv",76KG,2021
33282,33282,Pablo Lavaselli,Renzo Gracie,Clay Mayfield,W,Inside heel hook,79KG,2021
33283,33283,Pablo Lavaselli,Renzo Gracie,Rodrigo Freitas,W,Choke from back,76KG,2021
33284,33284,Pablo Lavaselli,Renzo Gracie,Daniel Diniz,W,"Pts: 2x2, Adv",76KG,2021
33285,33285,Pablo Lavaselli,Renzo Gracie,Mauricio Ospina,W,Pts: 3x0,69KG,2021
33286,33286,Pablo Lavaselli,Renzo Gracie,Bilal Benmahammmed,W,Pts: 2x0,69KG,2021
33287,33287,Pablo Lavaselli,Renzo Gracie,Youngseung Cho,W,Pts: 4x1,69KG,2021
33288,33288,Pablo Lavaselli,Renzo Gracie,Israel Sousa,W,Pts: 2x0,69KG,2021
33289,33289,Pablo Lavaselli,Renzo Gracie,Nathan Orchard,W,Kimura,77KG,2022
33290,33290,Pablo Lavaselli,Renzo Gracie,Aaron Harris,W,RNC,77KG,2022
33291,33291,Pablo Lavaselli,Renzo Gracie,Jadson Araujo,W,Pts: 3x0,77KG,2022
33292,33292,Pablo Lavaselli,Renzo Gracie,Wesley Possamai,W,RNC,77KG,2022
33293,33293,Pablo Lavaselli,Renzo Gracie,Lucas Protasio,W,Pts: 3x0,77KG,2022
33294,33294,Pablo Lavaselli,Renzo Gracie,Leandro Rounaud,W,"Pts: 2x2, Adv",76KG,2022
33295,33295,Pablo Lavaselli,Renzo Gracie,Ygor Rodrigues,W,Choke from back,76KG,2022
33296,33296,Pablo Lavaselli,Renzo Gracie,Vitor Oliveira,W,"Pts: 0x0, Adv",76KG,2022
33297,33297,Pablo Lavaselli,Renzo Gracie,Luiz Santos,W,"Pts: 2x2, Adv",76KG,2022
33298,33298,Pablo Lavaselli,Renzo Gracie,Chance Anthony,W,Armbar,76KG,2022
33299,33299,Pablo Lavaselli,Renzo Gracie,Nick Salles,W,Pts: 8x0,76KG,2022
33300,33300,Pablo Lavaselli,Renzo Gracie,Michael Liera,W,Pts: 4x2,76KG,2022
33301,33301,Pablo Lavaselli,Renzo Gracie,Manuel Robert,W,Choke from back,76KG,2022
33302,33302,Pablo Lavaselli,Renzo Gracie,Kevin Mahecha,W,Pts: 4x2,76KG,2022
33303,33303,Pablo Lavaselli,Renzo Gracie,Cody Orrisson,W,Pts: 6x0,73KG,2022
33304,33304,Pablo Lavaselli,Renzo Gracie,Lukete Silva,W,"Pts: 4x4, Adv",73KG,2022
33305,33305,Pablo Lavaselli,Renzo Gracie,Jordan Holy,W,Pts: 11x0,73KG,2022
33306,33306,Pablo Lavaselli,Renzo Gracie,Juan Calderon,W,Choke from back,69KG,2022
33307,33307,Pablo Lavaselli,Renzo Gracie,Suraj Budhram,W,Pts: 2x2,69KG,2022
33308,33308,Pablo Lavaselli,Renzo Gracie,Yue Goh,W,Pts: 2x0,76KG,2022
33309,33309,Pablo Lavaselli,Renzo Gracie,Eduardo Roque,W,"Pts: 2x2, Adv",76KG,2022
33310,33310,Pablo Lavaselli,Renzo Gracie,Alef Brito,W,Choke from back,76KG,2022
33311,33311,Pablo Lavaselli,Renzo Gracie,Danilo Moreira,W,Choke from back,76KG,2022
33312,33312,Pablo Lavaselli,Renzo Gracie,Elijah Dorsey,W,Referee Decision,76KG,2022
33313,33313,Pablo Lavaselli,Renzo Gracie,Kevin Mahecha,W,Pts: 2x0,76KG,2022
33314,33314,Pablo Lavaselli,Renzo Gracie,Alexander Seaver,W,Choke from back,76KG,2022
